S No,Station Name,Stn Code,Old Station Category,New Station Category,Division,Zone,District,State,Station (bn),date of official opening,operator,connecting line,coordinate location
312,NAIHATI JN.,NH,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,নৈহাটি জংশন,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line-Naihati–Bandel branch line,22.8871/88.4175
313,BERHAMPORE COURT,BPC,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,বহরমপুর কোর্ট,,Sealdah railway division,Ranaghat–Lalgola line,24.0890841/88.263642
314,BELDANGA,BEB,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,বেলডাঙা,,Sealdah railway division,Ranaghat–Lalgola line,23.9320594/88.2429681
315,BETHUADAHARI,BTY,,,SDAH,ER,NADIA,WEST BENGAL,বেথুয়াডহরী,1905,Sealdah railway division,Ranaghat–Lalgola line,23.611/88.3846
316,BHAGWANGOLA,BQG,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,ভগবানগোলা,,Sealdah railway division,Ranaghat–Lalgola line,24.333178/88.309816
317,COSSIMBAZAR,CSZ,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,কাশিমবাজার,,Sealdah railway division,Ranaghat–Lalgola line,24.1222/88.267
318,DEBAGRAM,DEB,,,SDAH,ER,NADIA,WEST BENGAL,দেবগ্রাম,1905,Sealdah railway division,Ranaghat–Lalgola line,23.685277/88.306807
319,JIAGANJ,JJG,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,জিয়াগঞ্জ,,Sealdah railway division,Ranaghat–Lalgola line,24.244268/88.27698
320,KRISHNAPUR,KRP,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,কৃষ্ণপুর,,Sealdah railway division,Ranaghat–Lalgola line,24.406331/88.256132
321,LALGOLA,LGL,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,লালগোলা,,Sealdah railway division,Ranaghat–Lalgola line,24.421152/88.257513
322,MURSHIDABAD,MBB,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,মুর্শিদাবাদ জংশন,,Sealdah railway division,Ranaghat–Lalgola line,24.176964/88.281598
323,PLASSEY,PLY,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,পলাশী,1905,Sealdah railway division,Ranaghat–Lalgola line,23.7782/88.2848
324,BAHADURPUR,BPD,,,SDAH,ER,NADIA,WEST BENGAL,বাহাদুরপুর,1905,Sealdah railway division,Ranaghat–Lalgola line,23.438839/88.464063
325,BHABTA,BFT,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,ভাবতা,,Sealdah railway division,Ranaghat–Lalgola line,23.9869677/88.241584
326,DHUBULIA,DHU,,,SDAH,ER,NADIA,WEST BENGAL,ধুবুলিয়া,1905,Sealdah railway division,Ranaghat–Lalgola line,23.483546/88.441145
327,MURAGACHHA,MGM,,,SDAH,ER,NADIA,WEST BENGAL,মুড়াগাছা,1905,Sealdah railway division,Ranaghat–Lalgola line,23.529636/88.421243
328,NABADWIP GHAT F,NDF,,,SDAH,ER,NADIA,WEST BENGAL,নবদ্বীপ ঘাট,,Sealdah railway division,,23.411641/88.3849186
329,PAGLA CHANDI,PCX,,,SDAH,ER,NADIA,WEST BENGAL,পাগলা চণ্ডী,1905,Sealdah railway division,Ranaghat–Lalgola line,23.743195/88.303969
330,REJINAGAR,REJ,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,রেজিনগর,,Sealdah railway division,Ranaghat–Lalgola line,23.85009/88.259255
331,SARGACHHI,SGV,,,SDAH,ER,MURSHIDABAD,WEST BENGAL,সারগাছি,,Sealdah railway division,Ranaghat–Lalgola line,24.01772/88.244037
332,SONADANGA,SVH,,,SDAH,ER,NADIA,WEST BENGAL,সোনাডাঙ্গা,1905,Sealdah railway division,Ranaghat–Lalgola line,23.636393/88.354092
333,BARASAT JN.,BT,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,বারাসাত জংশন,1906,Sealdah railway division,Sealdah–Bangaon line-Barasat–Hasnabad branch line,22.72412/88.48373
334,BARRACKPORE,BP,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,ব্যারাকপুর,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,22.7603258/88.3710498
335,BARUIPUR JN.,BRP,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,বারুইপুর জংশন,,Sealdah railway division,Sealdah–Namkhana line-Baruipur–Diamond Harbour branch line,22.3658265/88.4310842
336,BELGHARIA,BLH,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,বেলঘরিয়া,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,22.66136/88.38922
337,BIDHANNAGAR ROAD,BNXR,,,SDAH,ER,KOLKATA,WEST BENGAL,বিধাননগর রোড,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line-Kolkata Circular Railway,22.592432/88.391045
338,CHAKDAHA,CDH,,,SDAH,ER,NADIA,WEST BENGAL,চাকদহ,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,23.078406/88.529672
339,DUMDUM JN.,DDJ,,,SDAH,ER,KOLKATA,WEST BENGAL,দমদম জংশন,1862,Kolkata Municipal Corporation,Sealdah railway division,22.6209/88.3933
340,HABRA,HB,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,হাবরা,1906,Sealdah railway division,Sealdah–Bangaon line,22.840869/88.657583
341,KHARDAHA,KDH,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,খড়দা,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,22.7248499/88.3777096
342,KRISHNANAGAR CITY JN,KNJ,,,SDAH,ER,NADIA,WEST BENGAL,কৃষ্ণনগর সিটি জংশন,1905,Sealdah railway division,Ranaghat–Lalgola line-Kalinarayanpur–Shantipur–Krishnanagar branch line,23.388714/88.493636
343,MADHYAMGRAM,MMG,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,মধ্যমগ্রাম,1906,Sealdah railway division,Sealdah–Bangaon line,22.6946/88.4528
344,RANAGHAT JN.,RHA,,,SDAH,ER,NADIA,WEST BENGAL,রানাঘাট জংশন,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line-Ranaghat–Lalgola line-Ranaghat–Gede branch line-Ranaghat–Bangaon branch line,23.1741/88.5688
345,SHYAMNAGAR,SNR,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,শ্যামনগর,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,22.8285164/88.3801893
346,SODEPUR,SEP,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,সোদপুর,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,22.6996398/88.3822968
347,SONARPUR JN.,SPR,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,সোনারপুর জংশন,,Sealdah railway division,Sealdah–Namkhana line-Sonarpur–Canning branch line,22.4427478/88.4309013
348,SUBHAS GRAM,SBGR,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,সুভাষগ্রাম,,Sealdah railway division,Sealdah–Namkhana line,22.413546/88.433753
349,AGARPARA,AGP,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,আগরপাড়া,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,22.6828782/88.3853645
350,AKRA,AKRA,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,আকড়া,,Sealdah railway division,Ballygunge–Budge Budge branch line,22.5147576/88.2492749
351,ARANGHATA,AG,,,SDAH,ER,NADIA,WEST BENGAL,আড়ংঘাটা,,Sealdah railway division,Ranaghat–Gede branch line,23.242037/88.613551
352,ASHOKNAGAR ROAD,ASKR,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,অশোকনগর রোড,1906,Sealdah railway division,Sealdah–Bangaon line,22.8265126/88.6285932
353,BADKULLA,BDZ,,,SDAH,ER,NADIA,WEST BENGAL,বাদকুল্লা,1905,Sealdah railway division,Ranaghat–Lalgola line,23.3046657/88.526557
354,BAGH BAZAR,BBR,,,SDAH,ER,KOLKATA,WEST BENGAL,বাগবাজার,1984,Sealdah railway division,Kolkata Circular Railway,22.6049361/88.3651051
355,BAGHA JATIN F,BGJT,,,SDAH,ER,KOLKATA,WEST BENGAL,বাঘাযতীন,,Sealdah railway division,Sealdah–Namkhana line,22.4828516/88.3866633
356,BAGULA,BGL,,,SDAH,ER,NADIA,WEST BENGAL,বগুলা,,Sealdah railway division,Ranaghat–Gede branch line,23.33546471/88.64640372
357,BAHARU F,BARU,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,বহরু,,Sealdah railway division,Sealdah–Namkhana line,22.205278/88.44446
358,BALLY GHAT,BLYG,,,SDAH,ER,HOOGHLY,WEST BENGAL,বালিঘাট,,Sealdah railway division,Chord link line,22.6524114/88.3479092
359,BALLYGUNGE JN.,BLN,,,SDAH,ER,KOLKATA,WEST BENGAL,বালিগঞ্জ জংশন,,Sealdah railway division,Sealdah–Namkhana line-Kolkata Circular Railway-Ballygunge–Budge Budge branch line,22.5191616/88.3721923
360,BAMANGACHHI,BMG,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,বামনগাছি,1906,Sealdah railway division,Sealdah–Bangaon line,22.7490042/88.5099732
361,BANGAON JN.,BNJ,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,বনগাঁ জংশন,1882,Sealdah railway division,Sealdah–Bangaon line-Ranaghat–Bangaon branch line,23.0305/88.8329
362,BANPUR,BPN,,,SDAH,ER,NADIA,WEST BENGAL,বানপুর,,Sealdah railway division,Ranaghat–Gede branch line,23.45186861/88.76185515
363,BARANAGAR ROAD,BARN,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,বরানগর রোড,,Sealdah railway division,Chord link line,22.6534856/88.3788583
364,BARRA BAZAR,BZB,,,SDAH,ER,KOLKATA,WEST BENGAL,বড় বাজার,1984,Sealdah railway division,Kolkata Circular Railway,22.590188/88.3512418
365,BASIRHAT,BSHT,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,বসিরহাট,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.6501784/88.8692759
366,BASULDANGA,BSD,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,বাসুলডাঙা,,Sealdah railway division,Baruipur–Diamond Harbour branch line,22.20374787/88.23393947
367,BENOY BADAL DINESH B,BBDB,,,SDAH,ER,KOLKATA,WEST BENGAL,বি.বা.দী বাগ,1984,Sealdah railway division,Kolkata Circular Railway,22.5768421/88.3466282
368,BHASILA,BSLA,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,ভাসিলা,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.6652713/88.658274
369,BIDYADHARPUR F,BDYP,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,বিদ্যাধরপুর,,Sealdah railway division,Sonarpur–Canning branch line,22.425122/88.452872
370,BIRA,BIRA,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,,,,,
371,BIRATI,BBT,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,বিরাটি,1906,Sealdah railway division,Sealdah–Bangaon line,22.6642156/88.42739
372,BIRNAGAR,BIJ,,,SDAH,ER,NADIA,WEST BENGAL,বীরনগর,1905,Sealdah railway division,Ranaghat–Lalgola line,23.2358754/88.551252
373,BISHARPARA-KODALIYA,BRPK,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,বিশরপাড়া কোদালিয়া,2008,Sealdah railway division,Sealdah–Bangaon line,22.6766538/88.43492
374,BRACE BRIDGE,BRJ,,,SDAH,ER,KOLKATA,WEST BENGAL,ব্রেসব্রীজ,,Sealdah railway division,Ballygunge–Budge Budge branch line,22.5179206/88.3011366
375,BUDGE-BUDGE,BGB,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,বজবজ,,Sealdah railway division,Ballygunge–Budge Budge branch line,22.4928895/88.1948585
376,CANNING,CG,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,ক্যানিং,,Sealdah railway division,Sonarpur–Canning branch line,22.313734/88.668119
377,CHAMPAHATI,CHT,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,চাম্পাহাটি,,Sealdah railway division,Sonarpur–Canning branch line,22.402193/88.493624
378,CHAMPAPUKUR,CQR,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,চম্পাপুকুর,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.6563508/88.8077644
379,CHANDPARA,CDP,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,চাঁদপাড়া,1906,Sealdah railway division,Sealdah–Bangaon line,22.9616731/88.7851954
380,DAKHINESWAR,DAKE,,,SDAH,ER,KOLKATA,WEST BENGAL,দক্ষিণেশ্বর,,Sealdah railway division,Chord link line,22.6534841/88.3636352
381,DAKSHIN BARASAT,DBT,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,দক্ষিণ বারাসাত,,Sealdah railway division,Sealdah–Namkhana line,22.226102/88.452286
382,DAKSHIN DURGAPUR HAL,DKDP,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,দক্ষিণ দূর্গাপুর,,Sealdah railway division,Baruipur–Diamond Harbour branch line,22.32502454322961/88.40583714351993
383,DEULA,D,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,দেউলা,,Sealdah railway division,Baruipur–Diamond Harbour branch line,22.214924/88.281483
384,DHAKURIA F,DHK,,,SDAH,ER,KOLKATA,WEST BENGAL,ঢাকুরিয়া,,Sealdah railway division,Sealdah–Namkhana line,22.5094085/88.371185
385,DHAMUA,DMU,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,ধামুয়া,,Sealdah railway division,Baruipur–Diamond Harbour branch line,22.290179/88.392178
386,DHAPDHAPI,DPDP,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,ধপধপি,,Sealdah railway division,Sealdah–Namkhana line,22.315994/88.459855
387,DIAMOND HARBOUR,DH,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,ডায়মন্ড হারবার,,Sealdah railway division,Baruipur–Diamond Harbour branch line,22.192571/88.191042
388,DUMDUM CANTONMENT,DDC,,,SDAH,ER,KOLKATA,WEST BENGAL,দমদম ক্যান্ট,1883,Sealdah railway division,Sealdah–Bangaon line,22.6364899/88.4120228
389,DURGANAGAR F,DGNR,,,SDAH,ER,KOLKATA,WEST BENGAL,দুর্গানগর,1883,Sealdah railway division,Sealdah–Bangaon line,22.6505/88.41921
390,DUTTAPUKUR,DTK,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,দত্তপুকুর,1906,Sealdah railway division,Sealdah–Bangaon line,22.7684449/88.5395848
391,EDEN GARDEN,EDG,,,SDAH,ER,KOLKATA,WEST BENGAL,ইডেন গার্ডেন্স,1984,Sealdah railway division,Kolkata Circular Railway,22.5639/88.3383
392,GANGNAPUR F,GGP,,,SDAH,ER,NADIA,WEST BENGAL,গাংনাপুর,1884,Sealdah railway division,Ranaghat–Bangaon branch line,23.1316434/88.6399055
393,GARIA F,GIA,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,গড়িয়া,,Sealdah railway division,Sealdah–Namkhana line,22.4661325/88.4051064
394,GEDE,GEDE,,,SDAH,ER,NADIA,WEST BENGAL,গেদে,1862,Sealdah railway division,Ranaghat–Gede branch line-Chilahati–Parbatipur–Santahar–Darshana line,23.491197/88.786737
395,GHUTIARI SHARIFF,GOF,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,ঘুটিয়ারী শরীফ,,Sealdah railway division,Sonarpur–Canning branch line,22.367665/88.552115
396,GOBORDANGA,GBG,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,গোবরডাঙা,1906,Sealdah railway division,Sealdah–Bangaon line,22.8800723/88.7610179
397,GOCHARAN,GCN,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,গোচরণ,,Sealdah railway division,Sealdah–Namkhana line,22.277738/88.45837
398,GOPALNAGAR F,GN,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,গোপালনগর,1884,Sealdah railway division,Ranaghat–Bangaon branch line,23.0625764/88.7456596
399,GUMA,GUMA,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,গুমা,1906,Sealdah railway division,Sealdah–Bangaon line,22.8085822/88.6008927
400,GURUDAS NAGAR,GURN,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,গুরুদাসনগর,,Sealdah railway division,Baruipur–Diamond Harbour branch line,22.199708/88.215793
401,HABIBPUR,HBE,,,SDAH,ER,NADIA,WEST BENGAL,হবিবপুর,,Sealdah railway division,Kalinarayanpur–Shantipur–Krishnanagar branch line,23.211967/88.538423
402,HALISHAHAR,HLR,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,হালিসহর,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,22.9209824/88.4370216
403,HARUA ROAD,HRO,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,হাড়োয়া রোড,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.6619333/88.69057
404,HASNABAD JN,HNB,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,হাসনাবাদ,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.5712/88.9134
405,HOTAR,HT,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,হোটর,,Sealdah railway division,Baruipur–Diamond Harbour branch line,22.308541/88.399008
406,HRIDAYPUR,HHR,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,হৃদয়পুর,1906,Sealdah railway division,Sealdah–Bangaon line,22.711098/88.470282
407,ICHHAPUR,IP,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,ইচ্ছাপুর,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,22.7998264/88.3739103
408,JADABPUR,JDP,,,SDAH,ER,KOLKATA,WEST BENGAL,যাদবপুর,,Sealdah railway division,Sealdah–Namkhana line,22.4951079/88.3749813
409,JAGHDDAL,JGDL,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,জগদ্দল,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,22.8516789/88.3954065
410,JAYANAGAR MAJILPUR H,JNM,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,জয়নগর মজিলপুর,1882,Sealdah railway division,Sealdah–Namkhana line,22.1695702/88.4161432
411,KAKDWIP,KWDP,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,কাকদ্বীপ,,Sealdah railway division,Sealdah–Namkhana line,21.879938/88.193944
412,KALIKAPUR F,KLKR,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,কালিকাপুর,,Sealdah railway division,Sonarpur–Canning branch line,22.412606/88.47503
413,KALINARAYANPUR JN.,KLNP,,,SDAH,ER,NADIA,WEST BENGAL,কালীনারায়ণপুর জংশন,1905,Sealdah railway division,Ranaghat–Lalgola line-Kalinarayanpur–Shantipur–Krishnanagar branch line,23.206506/88.573216
414,KALYANI GHOSHPARA,KLYG,,,SDAH,ER,NADIA,WEST BENGAL,কল্যাণী ঘোষপাড়া,1979,Sealdah railway division,Kalyani Simanta branch line,22.9817656/88.4397711
415,KALYANI JN,KYI,,,SDAH,ER,NADIA,WEST BENGAL,কল্যাণী,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line-Kalyani Simanta branch line,22.9692/88.4675
416,KALYANI SILPANCHAL,KLYS,,,SDAH,ER,NADIA,WEST BENGAL,কল্যাণী শিল্পাঞ্চল,1979,Sealdah railway division,Kalyani Simanta branch line,22.9763161/88.4564373
417,KALYANI SIMANTA,KLYM,,,SDAH,ER,NADIA,WEST BENGAL,কল্যাণী সীমান্ত,1981,Sealdah railway division,Kalyani Simanta branch line,22.9876425/88.4279714
418,KALYANPUR,KYP,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,কল্যানপুর,,Sealdah railway division,Baruipur–Diamond Harbour branch line,22.343456/88.414597
419,KANCHRAPARA,KPA,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,কাঁচড়াপাড়া,1863,Sealdah railway division,Sealdah–Ranaghat–Gede line,22.9462392/88.4513783
420,KANKINARA,KNR,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,কাঁকিনাড়া,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,22.8662/88.4052
421,KASHINAGAR HALT,KHGR,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,কাশীনগর,,Sealdah railway division,Sealdah–Namkhana line,21.90539421/88.20132346
422,KomagataMaruBGB,KBGB,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,,,,,
423,LAKE GARDEN F,LKF,,,SDAH,ER,KOLKATA,WEST BENGAL,লেক গার্ডেন্স,,Kolkata Municipal Corporation,Sealdah railway division,22.508/88.3531
424,LAKSHMIKANTAPUR,LKPR,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,লক্ষীকান্তপুর,,Sealdah railway division,Sealdah–Namkhana line,22.1101526/88.3222651
425,MACHLANDAPUR,MSL,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,মছলন্দপুর,1906,Sealdah railway division,Sealdah–Bangaon line,22.8565/88.7451
426,MADANPUR,MPJ,,,SDAH,ER,NADIA,WEST BENGAL,মদনপুর,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,23.005928/88.489717
427,MAGRA HAT,MGT,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,মগরাহাট,,Sealdah railway division,Baruipur–Diamond Harbour branch line,22.242111/88.372713
428,MAJHDIA,MIJ,,,SDAH,ER,NADIA,WEST BENGAL,মাঝদিয়া,,Sealdah railway division,Ranaghat–Gede branch line,23.414562/88.719031
429,MAJHERGRAM,MAJ,,,SDAH,ER,NADIA,WEST BENGAL,মাঝেরগ্রাম,1884,Sealdah railway division,Ranaghat–Bangaon branch line,23.1091365/88.6881047
430,MAJHERHAT,MJT,,,SDAH,ER,KOLKATA,WEST BENGAL,মাঝেরহাট,,Sealdah railway division,Ballygunge–Budge Budge branch line-Kolkata Circular Railway,22.5190536/88.3221307
431,MALATIPUR,MPE,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,মালতীপুর,,Sealdah railway division,Barasat–Hasnabad branch line,22.6516782/88.7626022
432,MALLIKPUR,MAK,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,মল্লিকপুর,,Sealdah railway division,Sealdah–Namkhana line,22.396985/88.433315
433,MATHURAPUR ROAD,MPRD,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,মথুরাপুর রোড,,Sealdah railway division,Sealdah–Namkhana line,22.140587/88.390923
434,NAMKHANA,NMKA,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,নামখানা,,Sealdah railway division,Sealdah–Namkhana line,21.771775/88.23907
435,NANGI,NAI,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,নুঙ্গী,,Sealdah railway division,Ballygunge–Budge Budge branch line,22.5002134/88.2233537
436,NETRA,NTA,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,নেতড়া,,Sealdah railway division,Baruipur–Diamond Harbour branch line,22.208105/88.254095
437,NEW ALIPORE (CALCUTT,NACC,,,SDAH,ER,KOLKATA,WEST BENGAL,নিউ আলিপুর,,Sealdah railway division,Ballygunge–Budge Budge branch line-Kolkata Circular Railway,22.5103/88.3354
438,NEW BARRACKPUR,NBE,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,নব বারাকপুর,1906,Sealdah railway division,Sealdah–Bangaon line,22.6868/88.4446
439,NEW GARIA,NGRI,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,নিউ গড়িয়া,,Kolkata Municipal Corporation,Sealdah railway division,22.47284245/88.39775795
440,PALPARA,PXR,,,SDAH,ER,NADIA,WEST BENGAL,পালপাড়া,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,23.059458/88.520722
441,PALTA,PTF,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,পলতা,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,22.7826288/88.3702748
442,PARK CIRCUS,PQS,,,SDAH,ER,KOLKATA,WEST BENGAL,পার্ক সার্কাস,,Sealdah railway division,Sealdah–Namkhana line-Kolkata Circular Railway,22.5405657/88.3738598
443,PATIPUKUR,PTKR,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,পাতিপুকুর,1984,Sealdah railway division,Kolkata Circular Railway,22.6065505/88.3952451
444,PAYRADANGA,PDX,,,SDAH,ER,NADIA,WEST BENGAL,পায়রাডাঙ্গা,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,23.128661/88.545481
445,PHULIA,FLU,,,SDAH,ER,NADIA,WEST BENGAL,ফুলিয়া,,Sealdah railway division,Kalinarayanpur–Shantipur–Krishnanagar branch line,23.229897/88.49634
446,PIALI,PLF,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,পিয়ালী,,Sealdah railway division,Sonarpur–Canning branch line,22.388254/88.517441
447,PRINCEPGHAT,PPGT,,,SDAH,ER,KOLKATA,WEST BENGAL,প্রিন্সেপ ঘাট,1984,Sealdah railway division,Kolkata Circular Railway,22.5565732/88.3314178
448,SANGRAMPUR,SNU,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,সংগ্রামপুর,,Sealdah railway division,Baruipur–Diamond Harbour branch line,22.224929/88.32876
449,SANTOSHPUR F,SSP,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,সন্তোষপুর,,Sealdah railway division,Ballygunge–Budge Budge branch line,22.5240776/88.2710617
450,SHANTIPUR,STB,,,SDAH,ER,NADIA,WEST BENGAL,শান্তিপুর জংশন,,Sealdah railway division,Kalinarayanpur–Shantipur–Krishnanagar branch line,23.262661/88.435028
451,SHASAN ROAD F,SSRD,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,শাসন রোড,,Sealdah railway division,Sealdah–Namkhana line,22.34654/88.434523
452,SIMURALI,SMX,,,SDAH,ER,NADIA,WEST BENGAL,শিমুরালি,1862,Sealdah railway division,Sealdah–Ranaghat–Gede line,23.041337/88.510164
453,SONDALIA,SXC,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,সণ্ডালিয়া,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.6818162/88.5823002
454,SURJYAPUR F,SJPR,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,সূর্যপুর,,Sealdah railway division,Sealdah–Namkhana line,22.293128/88.466557
455,TAHERPUR,THP,,,SDAH,ER,NADIA,WEST BENGAL,তাহেরপুর,1905,Sealdah railway division,Ranaghat–Lalgola line,23.259379/88.543119
456,TAKI ROAD,TKF,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,টাকি রোড,1962,Sealdah railway division,Barasat–Hasnabad branch line,22.5879409/88.9158609
457,TALA,TALA,,,SDAH,ER,KOLKATA,WEST BENGAL,টালা,1984,Sealdah railway division,Kolkata Circular Railway,22.6061/88.3789
458,TALDI,TLX,,,SDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,তালদি,,Sealdah railway division,Sonarpur–Canning branch line,22.343647/88.608759
459,THAKURNAGAR,TKNR,,,SDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,ঠাকুরনগর,1906,Sealdah railway division,Sealdah–Bangaon line,22.92444444/88.77777778
